frame,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,left_knee_angle,right_knee_angle
0,0.48483362793922424,0.22149133682250977,0.4845375120639801,0.2520611882209778,0.4890102744102478,0.4438086748123169,0.4924788177013397,0.454493910074234,0.4791170656681061,0.6127315163612366,0.48306185007095337,0.6152747273445129,0.4990883469581604,0.8181896209716797,0.502289354801178,0.8094445466995239,171.1,170.99
1,0.48484423756599426,0.22338715195655823,0.4844425618648529,0.25361713767051697,0.48913106322288513,0.443810373544693,0.4925489127635956,0.4541480839252472,0.4805040657520294,0.6131394505500793,0.48502859473228455,0.6165280342102051,0.4978313446044922,0.8182041645050049,0.5003261566162109,0.8089352250099182,172.25,172.8
2,0.4849384129047394,0.22360624372959137,0.4840346872806549,0.25443235039711,0.4893055260181427,0.4437437057495117,0.49254873394966125,0.45379137992858887,0.48113319277763367,0.613179087638855,0.48578333854675293,0.6171226501464844,0.49729740619659424,0.8182037472724915,0.49915969371795654,0.8079801797866821,172.73,173.62
3,0.48541536927223206,0.2239963412284851,0.48376479744911194,0.2550565004348755,0.48932093381881714,0.4437442719936371,0.49242517352104187,0.4532319903373718,0.481401264667511,0.613039493560791,0.48572245240211487,0.6169608235359192,0.4968292713165283,0.8177579641342163,0.49779999256134033,0.8052466511726379,173.01,173.99
4,0.4858934283256531,0.22403626143932343,0.4836668074131012,0.25505465269088745,0.4893644452095032,0.4433371424674988,0.4924372434616089,0.4519864618778229,0.4813859462738037,0.6126090884208679,0.48567473888397217,0.616904079914093,0.4959466755390167,0.817543625831604,0.49710190296173096,0.8050944805145264,173.24,174.18
5,0.4861147105693817,0.2239343225955963,0.48364749550819397,0.2548856735229492,0.489504337310791,0.4432183802127838,0.49255526065826416,0.45153722167015076,0.4813835322856903,0.6125746369361877,0.4855145514011383,0.6169838309288025,0.4955770671367645,0.8174880743026733,0.4967895448207855,0.8051301836967468,173.29,174.13
6,0.48618704080581665,0.22381839156150818,0.4836277961730957,0.25459039211273193,0.48961424827575684,0.4425949454307556,0.4929398000240326,0.45043662190437317,0.48126116394996643,0.6119105219841003,0.4851239323616028,0.6165193915367126,0.49538174271583557,0.816969096660614,0.49671608209609985,0.8047710657119751,173.24,173.78
7,0.4861956536769867,0.2231932431459427,0.4836171269416809,0.25383755564689636,0.4896916151046753,0.4410242736339569,0.4931970238685608,0.44909214973449707,0.4812457859516144,0.6111446022987366,0.4848155975341797,0.6163753867149353,0.4954046607017517,0.8157541155815125,0.4963982105255127,0.8041567206382751,173.2,173.6
8,0.48605653643608093,0.22179919481277466,0.48362258076667786,0.2524416148662567,0.4898558259010315,0.4399136006832123,0.4936281740665436,0.4483620226383209,0.4811519682407379,0.6098649501800537,0.4842347800731659,0.6160449981689453,0.49555057287216187,0.8143307566642761,0.49622055888175964,0.8036186099052429,173.04,173.14
9,0.4856685996055603,0.22063788771629333,0.483747661113739,0.25000306963920593,0.4898627698421478,0.43955904245376587,0.4938788115978241,0.4479164481163025,0.48106542229652405,0.6095857620239258,0.48416730761528015,0.6159725189208984,0.4957254230976105,0.8136100769042969,0.496303915977478,0.8031492233276367,172.93,172.98
10,0.48510119318962097,0.2185736447572708,0.4834052622318268,0.2480505108833313,0.4898645281791687,0.4371073842048645,0.49386441707611084,0.4465145468711853,0.48105084896087646,0.6085426211357117,0.4840904474258423,0.6148034930229187,0.4958132207393646,0.8134677410125732,0.4962904155254364,0.8030332922935486,172.94,172.97
11,0.48503056168556213,0.21733860671520233,0.48181504011154175,0.24739518761634827,0.49020472168922424,0.43548858165740967,0.49339559674263,0.44593992829322815,0.4810989797115326,0.6079615354537964,0.48390746116638184,0.6144056916236877,0.49648764729499817,0.8144044876098633,0.49627751111984253,0.8040271401405334,172.71,173.04
12,0.4848303198814392,0.21572476625442505,0.48050951957702637,0.24703732132911682,0.4902515709400177,0.43538782000541687,0.49277496337890625,0.4460355341434479,0.4812867045402527,0.6079574823379517,0.48386892676353455,0.6139929294586182,0.4975431263446808,0.8155234456062317,0.49714022874832153,0.8046073317527771,172.55,172.98
13,0.48445621132850647,0.2145911455154419,0.48037639260292053,0.245888814330101,0.4905317425727844,0.43468186259269714,0.49277588725090027,0.44578292965888977,0.4816069006919861,0.6078270077705383,0.48386144638061523,0.6136805415153503,0.49788665771484375,0.8157877922058105,0.49790406227111816,0.8046879172325134,172.57,172.76
14,0.48371008038520813,0.21250785887241364,0.4804251790046692,0.24321314692497253,0.4906274974346161,0.43413326144218445,0.49331599473953247,0.44549885392189026,0.4815991222858429,0.6078451871871948,0.48384857177734375,0.6136744022369385,0.4981250464916229,0.8160340785980225,0.49839210510253906,0.8063749074935913,172.49,172.46
15,0.4825208783149719,0.21045099198818207,0.48051923513412476,0.23999115824699402,0.49042585492134094,0.4339841902256012,0.49415889382362366,0.44547319412231445,0.48159247636795044,0.6090625524520874,0.48390108346939087,0.6144471764564514,0.49837765097618103,0.8164078593254089,0.49903562664985657,0.8084428310394287,172.48,172.07
16,0.4813174605369568,0.2091059535741806,0.4802950322628021,0.23627345263957977,0.48961326479911804,0.43386033177375793,0.49415674805641174,0.44487905502319336,0.48105308413505554,0.609695315361023,0.48378193378448486,0.6149359941482544,0.4985673427581787,0.8165155053138733,0.4993627369403839,0.8106090426445007,172.37,171.96
17,0.47967419028282166,0.20761507749557495,0.4803239405155182,0.23232880234718323,0.4893615245819092,0.43192556500434875,0.4945880174636841,0.4420500695705414,0.4793297052383423,0.6092521548271179,0.4836905896663666,0.6140980124473572,0.4985072910785675,0.8164768218994141,0.4994058907032013,0.8111867308616638,171.47,171.82
18,0.4784913957118988,0.2061302363872528,0.48039326071739197,0.22756612300872803,0.48933348059654236,0.4310550391674042,0.4948274791240692,0.4399261772632599,0.47800493240356445,0.6092551350593567,0.48279985785484314,0.6139128804206848,0.4984983801841736,0.8163360357284546,0.49942082166671753,0.8110883831977844,170.71,171.23
19,0.47738513350486755,0.20550782978534698,0.4804193377494812,0.22703902423381805,0.48916158080101013,0.431370347738266,0.4948194622993469,0.44006988406181335,0.4766114056110382,0.6091502904891968,0.48111745715141296,0.611671507358551,0.4986971616744995,0.8164041042327881,0.4994364380836487,0.8100531101226807,169.88,170.16
20,0.47649917006492615,0.20447994768619537,0.48040327429771423,0.22623781859874725,0.48905980587005615,0.431523859500885,0.49468937516212463,0.44017139077186584,0.47511863708496094,0.6091868281364441,0.47974884510040283,0.6107333898544312,0.4984745979309082,0.8166543245315552,0.4988544285297394,0.8078106641769409,169.09,169.46
21,0.4756745398044586,0.20440155267715454,0.4803386330604553,0.22616124153137207,0.4887858033180237,0.4320024847984314,0.49461328983306885,0.4403023421764374,0.4745641052722931,0.6093155741691589,0.4792935252189636,0.610724687576294,0.4980795979499817,0.8165570497512817,0.49843767285346985,0.8071056604385376,168.94,169.3
22,0.4753907024860382,0.20460166037082672,0.4800988733768463,0.2258906066417694,0.4884127080440521,0.43232542276382446,0.4939696490764618,0.4401795566082001,0.47477060556411743,0.6093474626541138,0.4793780744075775,0.6107650399208069,0.49745112657546997,0.8165859580039978,0.4981984496116638,0.8070241212844849,169.35,169.63
23,0.4753172993659973,0.20472027361392975,0.4798808991909027,0.2253022938966751,0.4882420003414154,0.43238455057144165,0.493743896484375,0.4396062195301056,0.47489428520202637,0.6093527674674988,0.47946441173553467,0.6106541752815247,0.497286856174469,0.8165993094444275,0.4981653392314911,0.8070462942123413,169.52,169.79
24,0.47490790486335754,0.2048427313566208,0.47975748777389526,0.2249874323606491,0.48811277747154236,0.4336502254009247,0.4935108423233032,0.4396772086620331,0.4750170409679413,0.6103288531303406,0.47958073019981384,0.6110674738883972,0.4972359240055084,0.8179849982261658,0.49813079833984375,0.8069310784339905,169.65,169.94
25,0.4749893248081207,0.20491823554039001,0.4795580208301544,0.2252907007932663,0.48739826679229736,0.4338977336883545,0.49274390935897827,0.4397319257259369,0.47564008831977844,0.611311137676239,0.4808308482170105,0.6124625205993652,0.49716916680336,0.8179457187652588,0.4980376958847046,0.8073803782463074,170.26,171.01
26,0.47508177161216736,0.206084743142128,0.4794841706752777,0.22537662088871002,0.48670557141304016,0.4351016581058502,0.4918334186077118,0.4397680163383484,0.4767846465110779,0.6122103929519653,0.48198479413986206,0.6130514144897461,0.4971727728843689,0.8178421854972839,0.4979963004589081,0.806978702545166,171.13,172.03
27,0.47517189383506775,0.207082599401474,0.47930440306663513,0.2260151505470276,0.4859539866447449,0.4365174472332001,0.4907437860965729,0.44018876552581787,0.4778781533241272,0.6137587428092957,0.4828460216522217,0.6137431859970093,0.4971754252910614,0.8180293440818787,0.4978935718536377,0.8063954710960388,171.99,172.93
28,0.4757825434207916,0.20889626443386078,0.4793218672275543,0.22616370022296906,0.48561030626296997,0.4374707043170929,0.49019375443458557,0.44022050499916077,0.4783855676651001,0.6139166951179504,0.4830586314201355,0.6136436462402344,0.496550977230072,0.8175150752067566,0.4974469542503357,0.8038556575775146,172.56,173.32
29,0.4767635762691498,0.21251143515110016,0.4792766869068146,0.2292241007089615,0.48564639687538147,0.4377247989177704,0.48913779854774475,0.4402461647987366,0.47874778509140015,0.6132400631904602,0.48305049538612366,0.6118578314781189,0.4959335923194885,0.8166631460189819,0.4969329237937927,0.8029662370681763,172.92,173.81
30,0.4777950048446655,0.21350570023059845,0.4793257713317871,0.23024055361747742,0.48569199442863464,0.43879571557044983,0.48903271555900574,0.4408051669597626,0.4790577292442322,0.613277018070221,0.48298412561416626,0.6118274927139282,0.4957762658596039,0.8165389895439148,0.49639707803726196,0.8023597002029419,173.12,173.95
31,0.4784083366394043,0.21521493792533875,0.47931256890296936,0.23247958719730377,0.4858444631099701,0.44320443272590637,0.4888000786304474,0.44590866565704346,0.47962018847465515,0.6156309247016907,0.4828564524650574,0.6140410900115967,0.49578699469566345,0.8165315389633179,0.49609753489494324,0.8035315871238708,173.33,173.98
32,0.47862857580184937,0.21602210402488708,0.47933268547058105,0.2343028038740158,0.48655959963798523,0.4445125162601471,0.4888295531272888,0.44755277037620544,0.4796096086502075,0.6175638437271118,0.48003122210502625,0.6142870783805847,0.495795875787735,0.8165292739868164,0.49568846821784973,0.8035449981689453,173.05,172.25
33,0.4787311255931854,0.21777819097042084,0.47972026467323303,0.23942691087722778,0.48708823323249817,0.44510069489479065,0.4890485107898712,0.4495496451854706,0.4795989394187927,0.618547260761261,0.4791724979877472,0.6154623627662659,0.4958024024963379,0.8165497183799744,0.49552860856056213,0.8034197092056274,172.85,171.62
34,0.4790876805782318,0.21980226039886475,0.4799772799015045,0.24425305426120758,0.48804423213005066,0.44491302967071533,0.4892135262489319,0.45034122467041016,0.4795083701610565,0.6183791160583496,0.47806528210639954,0.6151362061500549,0.4955829679965973,0.8159916996955872,0.4950566291809082,0.8021398782730103,172.53,170.94
35,0.480164110660553,0.22106897830963135,0.48105427622795105,0.2467675656080246,0.48860684037208557,0.4447290599346161,0.4904455840587616,0.45157384872436523,0.4792872667312622,0.6182661056518555,0.4781426191329956,0.6154562830924988,0.4950709342956543,0.8158057928085327,0.4945860207080841,0.8021615147590637,172.36,170.67
36,0.48141926527023315,0.22150620818138123,0.4814423620700836,0.24799318611621857,0.48947346210479736,0.44460082054138184,0.4908080995082855,0.4522823095321655,0.47927790880203247,0.618206262588501,0.4780520796775818,0.6154345870018005,0.49477916955947876,0.815331757068634,0.4937756061553955,0.8021910786628723,172.14,170.72
37,0.48274630308151245,0.22230972349643707,0.4822775721549988,0.2502839267253876,0.4895623028278351,0.4451776146888733,0.49098020792007446,0.45486751198768616,0.4792943298816681,0.6203805804252625,0.4784229099750519,0.6212173104286194,0.49455198645591736,0.8162071704864502,0.4931877851486206,0.8048537373542786,172.19,171.09
38,0.4835320711135864,0.22229430079460144,0.4830133020877838,0.2505838871002197,0.48954424262046814,0.4455587863922119,0.4910825192928314,0.45627933740615845,0.4793024957180023,0.6230413913726807,0.47895365953445435,0.6255808472633362,0.4939347803592682,0.8168449997901917,0.4925845265388489,0.8056414127349854,172.38,171.57
39,0.4841049909591675,0.22244317829608917,0.483155220746994,0.251486212015152,0.4896814823150635,0.4452785849571228,0.490867555141449,0.4560198485851288,0.4791886806488037,0.6227112412452698,0.4791150391101837,0.6256502270698547,0.4933691620826721,0.8168413639068604,0.4923604130744934,0.8058937191963196,172.44,171.83
40,0.48423969745635986,0.22229057550430298,0.4835621118545532,0.2508586347103119,0.48890420794487,0.4452276825904846,0.48970210552215576,0.45596763491630554,0.47881877422332764,0.6228097677230835,0.47953152656555176,0.625815212726593,0.4927053153514862,0.816983163356781,0.49229949712753296,0.8058751821517944,172.66,172.52
41,0.48428189754486084,0.22217409312725067,0.4850933253765106,0.250692218542099,0.4871865510940552,0.44693976640701294,0.4894128739833832,0.45578837394714355,0.47862541675567627,0.6248330473899841,0.4806023836135864,0.6275279521942139,0.49221837520599365,0.8175521492958069,0.4923301637172699,0.8058280944824219,173.21,173.3
42,0.4845789670944214,0.2219833880662918,0.4866723120212555,0.24918986856937408,0.4858108460903168,0.4479354918003082,0.48941051959991455,0.4556609094142914,0.4783690869808197,0.6260201930999756,0.4809393584728241,0.6281216144561768,0.49200373888015747,0.8193312287330627,0.4923643469810486,0.8060480952262878,173.57,173.51
43,0.4849562346935272,0.22179017961025238,0.487077534198761,0.24852488934993744,0.4849575459957123,0.44822531938552856,0.48928654193878174,0.45558807253837585,0.4783479869365692,0.6273642778396606,0.48115473985671997,0.6282396912574768,0.49160850048065186,0.8204889893531799,0.4921431541442871,0.8061056733131409,173.96,173.77
44,0.48513710498809814,0.22119683027267456,0.48749345541000366,0.24646830558776855,0.48448702692985535,0.4481678605079651,0.4888109564781189,0.4541949927806854,0.4781002104282379,0.6283509731292725,0.4812029004096985,0.6284152269363403,0.49160251021385193,0.8213019371032715,0.4919396936893463,0.8074420094490051,173.97,174.07
